"Code","Species","Cohort","numyrs","age","li_a","li_b","vbert_cm","grams","SN_mg","RN_mg","Linf","K","To","Rname","Sname","newage","vbert_cm2","grams2","inches","lbs","SN_2","RN_2","interval","recruit_cm","recruit_grams","recruitSN","recruitRN"
"BUT","Butterfish",9,1,9,0.021,3,21.0113883525256,194.797574215157,468.150863290451,1240.5997877197,21.02,0.86,-0.06999,"Butterfish9_ResN","Butterfish9_StructN",9,21.0113890190413,194.797592753054,8.27220486818559,0.429454668935237,468.150907841994,1240.59990578128,1,12.644732935939,42.456899759091,102.035327467174,270.39361778801
"BUT","Butterfish",10,1,10,0.021,3,21.0163558773226,194.935769353515,468.482983305732,1241.47990576019,21.02,0.86,-0.06999,"Butterfish10_ResN","Butterfish10_StructN",10,21.0163561593667,194.93577720176,8.27416043629884,0.429759313134544,468.483002167171,1241.479955743,1,12.644732935939,42.456899759091,102.035327467174,270.39361778801
"BWH","Baleen_Whale",1,9,9,0.006,3,2074.86068892197,53594235.1921706,128801334.275824,341323535.830935,2097.36,0.5,0,"Baleen_Whale1_ResN","Baleen_Whale1_StructN",45,2097.35999964515,55356700.1123842,825.732729220294,122040.488201764,133037010.604144,352548078.100981,5,825.246855545111,3372118.94401155,8104107.05121738,21475883.6857261
"BWH","Baleen_Whale",2,9,18,0.006,3,2097.11005523112,55336911.7367423,132989453.825384,352422052.637267,2097.36,0.5,0,"Baleen_Whale2_ResN","Baleen_Whale2_StructN",90,2097.36,55356700.1404815,825.73272936,122040.488263708,133037010.671669,352548078.279923,5,825.246855545111,3372118.94401155,8104107.05121738,21475883.6857261
"BWH","Baleen_Whale",3,9,27,0.006,3,2097.35722336443,55356480.2852645,133036482.300564,352546678.096494,2097.36,0.5,0,"Baleen_Whale3_ResN","Baleen_Whale3_StructN",135,2097.36,55356700.1404815,825.73272936,122040.488263708,133037010.671669,352548078.279923,5,825.246855545111,3372118.94401155,8104107.05121738,21475883.6857261
"BWH","Baleen_Whale",4,9,36,0.006,3,2097.35996915436,55356697.6981075,133037004.801989,352548062.72527,2097.36,0.5,0,"Baleen_Whale4_ResN","Baleen_Whale4_StructN",180,2097.36,55356700.1404815,825.73272936,122040.488263708,133037010.671669,352548078.279923,5,825.246855545111,3372118.94401155,8104107.05121738,21475883.6857261
"BWH","Baleen_Whale",5,9,45,0.006,3,2097.35999965734,55356700.1133492,133037010.606463,352548078.107127,2097.36,0.5,0,"Baleen_Whale5_ResN","Baleen_Whale5_StructN",225,2097.36,55356700.1404815,825.73272936,122040.488263708,133037010.671669,352548078.279923,5,825.246855545111,3372118.94401155,8104107.05121738,21475883.6857261
"BWH","Baleen_Whale",6,9,54,0.006,3,2097.35999999619,55356700.1401801,133037010.670945,352548078.278003,2097.36,0.5,0,"Baleen_Whale6_ResN","Baleen_Whale6_StructN",270,2097.36,55356700.1404815,825.73272936,122040.488263708,133037010.671669,352548078.279923,5,825.246855545111,3372118.94401155,8104107.05121738,21475883.6857261
"BWH","Baleen_Whale",7,9,63,0.006,3,2097.35999999996,55356700.1404782,133037010.671661,352548078.279902,2097.36,0.5,0,"Baleen_Whale7_ResN","Baleen_Whale7_StructN",315,2097.36,55356700.1404815,825.73272936,122040.488263708,133037010.671669,352548078.279923,5,825.246855545111,3372118.94401155,8104107.05121738,21475883.6857261
"BWH","Baleen_Whale",8,9,72,0.006,3,2097.36,55356700.1404815,133037010.671669,352548078.279923,2097.36,0.5,0,"Baleen_Whale8_ResN","Baleen_Whale8_StructN",360,2097.36,55356700.1404815,825.73272936,122040.488263708,133037010.671669,352548078.279923,5,825.246855545111,3372118.94401155,8104107.05121738,21475883.6857261
"BWH","Baleen_Whale",9,9,81,0.006,3,2097.36,55356700.1404815,133037010.671669,352548078.279923,2097.36,0.5,0,"Baleen_Whale9_ResN","Baleen_Whale9_StructN",405,2097.36,55356700.1404815,825.73272936,122040.488263708,133037010.671669,352548078.279923,5,825.246855545111,3372118.94401155,8104107.05121738,21475883.6857261
"BWH","Baleen_Whale",10,9,90,0.006,3,2097.36,55356700.1404815,133037010.671669,352548078.279923,2097.36,0.5,0,"Baleen_Whale10_ResN","Baleen_Whale10_StructN",450,2097.36,55356700.1404815,825.73272936,122040.488263708,133037010.671669,352548078.279923,5,825.246855545111,3372118.94401155,8104107.05121738,21475883.6857261
"COD","Cod",1,2,2,0.012,3,28.0613187207728,265.158452407183,637.246941617839,1688.70439528727,150.93,0.11,0.13,"Cod1_ResN","Cod1_StructN",3,40.8600411511988,818.611130002505,16.0866390612681,1.80472646942612,1967.34229753065,5213.45708845623,1.5,13.7743855417982,31.361581121927,75.3702982983104,199.731290490523
"COD","Cod",2,2,4,0.012,3,52.3255735925597,1719.1874784799,4131.66901821653,10948.9228982738,150.93,0.11,0.13,"Cod2_ResN","Cod2_StructN",6,71.7980942457213,4441.4011070429,28.2669815026347,9.79160170860892,10673.8791325232,28285.7797011865,1.5,13.7743855417982,31.361581121927,75.3702982983104,199.731290490523
"COD","Cod",3,2,6,0.012,3,71.7980942457213,4441.4011070429,10673.8791325232,28285.7797011865,150.93,0.11,0.13,"Cod3_ResN","Cod3_StructN",9,94.0401948815507,9979.79929910787,37.0237187650614,22.0016651307992,23984.1367438305,63557.9623711508,1.5,13.7743855417982,31.361581121927,75.3702982983104,199.731290490523
"COD","Cod",4,2,8,0.012,3,87.4251581135962,8018.45184414947,19270.4922954806,51066.8045830235,150.93,0.11,0.13,"Cod4_ResN","Cod4_StructN",12,110.03056891003,15985.3195180064,43.3191450104476,35.2415551157873,38417.0139822313,101805.087052913,1.5,13.7743855417982,31.361581121927,75.3702982983104,199.731290490523
"COD","Cod",5,2,10,0.012,3,99.9661706245259,11987.8255443007,28809.9628558055,76346.4015678846,150.93,0.11,0.13,"Cod5_ResN","Cod5_StructN",15,121.526428305557,21537.4086403985,47.845076350326,47.4818018367954,51760.1745743776,137164.462622101,1.5,13.7743855417982,31.361581121927,75.3702982983104,199.731290490523
"COD","Cod",6,2,12,0.012,3,110.03056891003,15985.3195180064,38417.0139822313,101805.087052913,150.93,0.11,0.13,"Cod6_ResN","Cod6_StructN",18,129.791074461198,26237.0938741997,51.0988758064479,57.8428218969381,63054.7797986053,167095.166466304,1.5,13.7743855417982,31.361581121927,75.3702982983104,199.731290490523
"COD","Cod",7,2,14,0.012,3,118.107437724328,19770.287712418,47513.3086095121,125910.267815207,150.93,0.11,0.13,"Cod7_ResN","Cod7_StructN",21,135.732724730905,30007.8546803002,53.4381094592819,66.1559165852835,72116.9302578713,191109.865183359,1.5,13.7743855417982,31.361581121927,75.3702982983104,199.731290490523
"COD","Cod",8,2,16,0.012,3,124.589276776479,23207.2264763816,55773.1950886363,147798.966984886,150.93,0.11,0.13,"Cod8_ResN","Cod8_StructN",24,140.004318125549,32931.0469633654,55.1198400503469,72.6004447563747,79142.1460306788,209726.686981299,1.5,13.7743855417982,31.361581121927,75.3702982983104,199.731290490523
"COD","Cod",9,2,18,0.012,3,129.791074461198,26237.0938741997,63054.7797986053,167095.166466304,150.93,0.11,0.13,"Cod9_ResN","Cod9_StructN",27,143.07526799653,35145.9227593314,56.328876085502,77.4834042336772,84465.087140907,223832.480923404,1.5,13.7743855417982,31.361581121927,75.3702982983104,199.731290490523
"COD","Cod",10,2,20,0.012,3,133.965614886382,28851.0266154967,69336.7618733397,183742.41896435,150.93,0.11,0.13,"Cod10_ResN","Cod10_StructN",30,145.283046742958,36798.1565545567,57.1980807857495,81.1259519033067,88435.8484848754,234354.99848492,1.5,13.7743855417982,31.361581121927,75.3702982983104,199.731290490523
"DOG","Spiny_Dogfish",1,4,4,0.0134,3.1,36.4226273403055,927.589313166869,2229.2461263323,5907.50223478059,91.5,0.1269,0,"Spiny_Dogfish1_ResN","Spiny_Dogfish1_StructN",10,65.7781976615551,5796.4074227556,25.8969421975519,12.7788757323555,13930.3230539668,36915.3560930121,2.5,10.9048098413068,22.0658620230144,53.0301899135169,140.53000327082
"DOG","Spiny_Dogfish",2,4,8,0.0134,3.1,58.3468089716408,3997.21802139957,9606.38793895594,25456.9280382332,91.5,0.1269,0,"Spiny_Dogfish2_ResN","Spiny_Dogfish2_StructN",20,84.2692774258139,12493.3680838173,33.1768987918204,27.5431291449454,30024.9172886742,79566.0308149866,2.5,10.9048098413068,22.0658620230144,53.0301899135169,140.53000327082
"DOG","Spiny_Dogfish",3,4,12,0.0134,3.1,71.5438179548964,7521.04777928866,18075.0968019434,47899.0065251501,91.5,0.1269,0,"Spiny_Dogfish3_ResN","Spiny_Dogfish3_StructN",30,89.4673528216683,15040.595090855,35.2233862732436,33.1587967492007,36146.5875771569,95788.4570794657,2.5,10.9048098413068,22.0658620230144,53.0301899135169,140.53000327082
"DOG","Spiny_Dogfish",4,4,16,0.0134,3.1,79.4876057337391,10423.9660199672,25051.5886084288,66386.7098123364,91.5,0.1269,0,"Spiny_Dogfish4_ResN","Spiny_Dogfish4_StructN",40,90.9285972792913,15815.2594832019,35.7986796774543,34.8666373618566,38008.3140668155,100722.032277061,2.5,10.9048098413068,22.0658620230144,53.0301899135169,140.53000327082
"DOG","Spiny_Dogfish",5,4,20,0.0134,3.1,84.2692774258139,12493.3680838173,30024.9172886742,79566.0308149866,91.5,0.1269,0,"Spiny_Dogfish5_ResN","Spiny_Dogfish5_StructN",50,91.3393714990413,16037.7949684039,35.9604018985441,35.3572435432426,38543.1265763131,102139.28542723,2.5,10.9048098413068,22.0658620230144,53.0301899135169,140.53000327082
"DOG","Spiny_Dogfish",6,4,24,0.0134,3.1,87.1475497069146,13864.2333251671,33319.4744656744,88296.6073340372,91.5,0.1269,0,"Spiny_Dogfish6_ResN","Spiny_Dogfish6_StructN",60,91.4548453054472,16100.7322814855,36.0058640515999,35.4959964024085,38694.3818348605,102540.11186238,2.5,10.9048098413068,22.0658620230144,53.0301899135169,140.53000327082
"DOG","Spiny_Dogfish",7,4,28,0.0134,3.1,88.8800926035512,14736.6491332853,35416.1238483185,93852.7281980439,91.5,0.1269,0,"Spiny_Dogfish7_ResN","Spiny_Dogfish7_StructN",70,91.4873064466892,16118.454832495,36.018644035368,35.5350678928151,38736.9738824681,102652.98078854,2.5,10.9048098413068,22.0658620230144,53.0301899135169,140.53000327082
"DOG","Spiny_Dogfish",8,4,32,0.0134,3.1,89.9229768742284,15279.3152973024,36720.2963165162,97308.785238768,91.5,0.1269,0,"Spiny_Dogfish8_ResN","Spiny_Dogfish8_StructN",80,91.4964316823035,16123.4392433016,36.0222366497546,35.5460566245677,38748.9527596771,102684.724813144,2.5,10.9048098413068,22.0658620230144,53.0301899135169,140.53000327082
"DOG","Spiny_Dogfish",9,4,36,0.0134,3.1,90.5507290667642,15612.4063975565,37520.8036470958,99430.1296648038,91.5,0.1269,0,"Spiny_Dogfish9_ResN","Spiny_Dogfish9_StructN",90,91.4989969009566,16124.8406119467,36.0232465789035,35.5491461099099,38752.3206247217,102693.649655512,2.5,10.9048098413068,22.0658620230144,53.0301899135169,140.53000327082
"DOG","Spiny_Dogfish",10,4,40,0.0134,3.1,90.9285972792913,15815.2594832019,38008.3140668155,100722.032277061,91.5,0.1269,0,"Spiny_Dogfish10_ResN","Spiny_Dogfish10_StructN",100,91.499718016226,16125.2345691783,36.0235304827062,35.5500146359019,38753.2674097052,102696.158635719,2.5,10.9048098413068,22.0658620230144,53.0301899135169,140.53000327082
"DRM","Drums_Croakers",1,2,2,0.0144,3,28.1894449982616,322.568584490863,775.218900482727,2054.33008627923,47.6333333333333,0.448,0,"Drums_Croakers1_ResN","Drums_Croakers1_StructN",3,35.2105420002625,628.609040883551,13.8624255960453,1.3858440637127,1510.71627225078,4003.39812146458,1.5,17.2001735506131,73.2758692491977,176.101584352794,466.669198534905
"DRM","Drums_Croakers",2,2,4,0.0144,3,39.6963537618833,900.770892265326,2164.7942616326,5736.70479332639,47.6333333333333,0.448,0,"Drums_Croakers2_ResN","Drums_Croakers2_StructN",6,44.3934646593301,1259.85224392177,17.4777514298429,2.77749545399482,3027.76314328712,8023.57232971087,1.5,17.2001735506131,73.2758692491977,176.101584352794,466.669198534905
"DRM","Drums_Croakers",3,2,6,0.0144,3,44.3934646593301,1259.85224392177,3027.76314328712,8023.57232971087,47.6333333333333,0.448,0,"Drums_Croakers3_ResN","Drums_Croakers3_StructN",9,46.7883743588681,1474.94681483857,18.4206297734607,3.2516972469294,3544.69313828062,9393.43681644364,1.5,17.2001735506131,73.2758692491977,176.101584352794,466.669198534905
"DRM","Drums_Croakers",4,2,8,0.0144,3,46.3108215477991,1430.243386541,3437.25879966594,9108.73581911475,47.6333333333333,0.448,0,"Drums_Croakers4_ResN","Drums_Croakers4_StructN",12,47.4129677134987,1534.80749665969,18.6665328017722,3.38366730328588,3688.55442600262,9774.66922890693,1.5,17.2001735506131,73.2758692491977,176.101584352794,466.669198534905
"DRM","Drums_Croakers",5,2,10,0.0144,3,47.0934850867327,1503.99012601224,3614.4920115651,9578.40383064753,47.6333333333333,0.448,0,"Drums_Croakers5_ResN","Drums_Croakers5_StructN",15,47.5758618964085,1550.68107464586,18.7306644044779,3.41866251078577,3726.70289508739,9875.7626719816,1.5,17.2001735506131,73.2758692491977,176.101584352794,466.669198534905
"DRM","Drums_Croakers",6,2,12,0.0144,3,47.4129677134987,1534.80749665969,3688.55442600262,9774.66922890693,47.6333333333333,0.448,0,"Drums_Croakers6_ResN","Drums_Croakers6_StructN",18,47.618344760866,1554.83882695919,18.7473899506977,3.42782877469076,3736.69509002448,9902.24198856488,1.5,17.2001735506131,73.2758692491977,176.101584352794,466.669198534905
"DRM","Drums_Croakers",7,2,14,0.0144,3,47.5433802646499,1547.50713712176,3719.07507118904,9855.54893865095,47.6333333333333,0.448,0,"Drums_Croakers7_ResN","Drums_Croakers7_StructN",21,47.6294243079699,1555.92439085305,18.7517519794721,3.43022203056246,3739.30399147573,9909.15557741069,1.5,17.2001735506131,73.2758692491977,176.101584352794,466.669198534905
"DRM","Drums_Croakers",8,2,16,0.0144,3,47.596614563084,1552.71118858528,3731.58180385791,9888.69178022347,47.6333333333333,0.448,0,"Drums_Croakers8_ResN","Drums_Croakers8_StructN",24,47.6323138580414,1556.20758937547,18.7528895982248,3.43084637568895,3739.98459354835,9910.95917290313,1.5,17.2001735506131,73.2758692491977,176.101584352794,466.669198534905
"DRM","Drums_Croakers",9,2,18,0.0144,3,47.618344760866,1554.83882695919,3736.69509002448,9902.24198856488,47.6333333333333,0.448,0,"Drums_Croakers9_ResN","Drums_Croakers9_StructN",27,47.633067453792,1556.28145330642,18.7531862896254,3.4310092175884,3740.16210840284,9911.42958726753,1.5,17.2001735506131,73.2758692491977,176.101584352794,466.669198534905
"DRM","Drums_Croakers",10,2,20,0.0144,3,47.6272150101138,1555.70788555043,3738.78367111374,9907.7767284514,47.6333333333333,0.448,0,"Drums_Croakers10_ResN","Drums_Croakers10_StructN",30,47.6332639918485,1556.30071743178,18.7532636668547,3.43105168766446,3740.20840526744,9911.55227395873,1.5,17.2001735506131,73.2758692491977,176.101584352794,466.669198534905
"DSH","Demersal_Shark",1,5,5,0.00396,3.2,210.25548566594,107272.06964857,257803.580025404,683179.48706732,300.785714285714,0.240142857142857,0,"Demersal_Shark1_ResN","Demersal_Shark1_StructN",15,292.584721311102,308816.46377799,115.190897364902,680.822952374233,742168.862720476,1966747.48620926,3,64.2130897211122,2410.40822754983,5792.85803304453,15351.073787568
"DSH","Demersal_Shark",2,5,10,0.00396,3.2,266.142135769255,228065.097309423,548101.651789049,1452469.37724098,300.785714285714,0.240142857142857,1,"Demersal_Shark2_ResN","Demersal_Shark2_StructN",30,300.501419829019,336359.793026319,118.307709488104,741.545526901684,808362.876775581,2142161.62345529,3,0,0,0,0
"DSH","Demersal_Shark",3,5,15,0.00396,3.2,287.528512235924,292061.371895646,701901.879105134,1860039.9796286,300.785714285714,0.240142857142857,2,"Demersal_Shark3_ResN","Demersal_Shark3_StructN",45,300.775858974491,337343.781058769,118.415756454116,743.714846597784,810727.66416431,2148428.31003542,3,-81.6424981284474,NA,NA,NA
"DSH","Demersal_Shark",4,5,20,0.00396,3.2,295.712525726239,319505.465797056,767857.403982351,2034822.12055323,300.785714285714,0.240142857142857,3,"Demersal_Shark4_ResN","Demersal_Shark4_StructN",60,300.785372642896,337377.927294302,118.419501994881,743.790126071565,810809.726734685,2148645.77584691,3,-185.445282414375,NA,NA,NA
"DSH","Demersal_Shark",5,5,25,0.00396,3.2,298.844336153034,330460.289986111,794184.787277365,2104589.68628502,300.785714285714,0.240142857142857,4,"Demersal_Shark5_ResN","Demersal_Shark5_StructN",75,300.785702442373,337379.111045462,118.419631837265,743.792735793047,810812.571606494,2148653.31475721,3,-317.423336399918,NA,NA,NA
"DSH","Demersal_Shark",6,5,30,0.00396,3.2,300.042799054028,334719.837810431,804421.624153883,2131717.30400779,300.785714285714,0.240142857142857,5,"Demersal_Shark6_ResN","Demersal_Shark6_StructN",90,300.785713875155,337379.152081263,118.419636338362,743.792826261394,810812.670226539,2148653.57610033,3,-485.224295243488,NA,NA,NA
"DSH","Demersal_Shark",7,5,35,0.00396,3.2,300.501419829019,336359.793026319,808362.876775581,2142161.62345529,300.785714285714,0.240142857142857,6,"Demersal_Shark7_ResN","Demersal_Shark7_StructN",105,300.785714271482,337379.153503804,118.419636494397,743.792829397556,810812.673645287,2148653.58516001,3,-698.571597605636,NA,NA,NA
"DSH","Demersal_Shark",8,5,40,0.00396,3.2,300.676922145426,336988.82013306,809874.597772313,2146167.68409663,300.785714285714,0.240142857142857,7,"Demersal_Shark8_ResN","Demersal_Shark8_StructN",120,300.785714285221,337379.153553118,118.419636499806,743.792829506275,810812.673763801,2148653.58547407,3,-969.82792259266,NA,NA,NA
"DSH","Demersal_Shark",9,5,45,0.00396,3.2,300.744082345626,337229.746349212,810453.608145187,2147702.06158475,300.785714285714,0.240142857142857,8,"Demersal_Shark9_ResN","Demersal_Shark9_StructN",135,300.785714285697,337379.153554827,118.419636499993,743.792829510043,810812.673767909,2148653.58548496,3,-1314.71156082384,NA,NA,NA
"DSH","Demersal_Shark",10,5,50,0.00396,3.2,300.769782818322,337321.973904919,810675.255719584,2148289.4276569,300.785714285714,0.240142857142857,9,"Demersal_Shark10_ResN","Demersal_Shark10_StructN",150,300.785714285714,337379.153554886,118.4196365,743.792829510173,810812.673768052,2148653.58548534,3,-1753.2072306493,NA,NA,NA
"FDE","Shallow_Demersal_Fish",1,1,1,0.0123,3.2,17.3770436113611,114.242569590294,274.555562581818,727.572240841817,39.2,0.585714285714286,0,"Shallow_Demersal_Fish1_ResN","Shallow_Demersal_Fish1_StructN",1,17.3770436113611,114.242569590294,6.84135944683648,0.251861453770155,274.555562581818,727.572240841817,1,17.3770436113611,114.242569590294,274.555562581818,727.572240841817
"FDE","Shallow_Demersal_Fish",2,1,2,0.0123,3.2,27.0509840423358,470.859058262415,1131.60071680465,2998.74189953232,39.2,0.585714285714286,0,"Shallow_Demersal_Fish2_ResN","Shallow_Demersal_Fish2_StructN",2,27.0509840423358,470.859058262415,10.6499994684517,1.03806529702649,1131.60071680465,2998.74189953233,1,17.3770436113611,114.242569590294,274.555562581818,727.572240841817
"FDE","Shallow_Demersal_Fish",3,1,3,0.0123,3.2,32.4365447599749,841.813304763318,2023.10335199067,5361.22388277527,39.2,0.585714285714286,0,"Shallow_Demersal_Fish3_ResN","Shallow_Demersal_Fish3_StructN",3,32.4365447599749,841.813304763318,12.7703001085469,1.85587844794731,2023.10335199067,5361.22388277528,1,17.3770436113611,114.242569590294,274.555562581818,727.572240841817
